No	k_macropore_multp	k_soil_multp	theta_sat_multp	aquiferBaseflowExp_multp	aquiferBaseflowRate_multp	qSurfScale_multp	summerLAI_multp	frozenPrecipMultip_multp	routingGammaScale_multp	routingGammaShape_multp	Fcapil_multp	thickness_multp	-KGE
13210	3.20E+01	5.23E+00	1.04E+00	3.52E+00	6.47E+01	1.73E+00	2.80E+00	7.76E-01	8.83E+00	9.32E-01	1.21E+00	1.18E+00	-1.08E-01
13211	5.27E+01	1.02E+00	9.28E-01	1.42E+00	5.00E+00	1.30E-01	1.04E+00	1.11E+00	6.60E+00	8.13E-01	6.87E-01	1.57E-01	-2.70E-01
13212	7.74E+01	6.95E+00	1.16E+00	3.79E+00	7.68E+01	1.70E+00	2.39E+00	5.17E-01	7.18E+00	1.07E+00	1.04E+00	2.31E+00	8.24E-01
13213	3.48E+01	6.56E+00	1.14E+00	3.90E+00	3.57E+01	1.91E+00	6.56E-01	6.68E-01	3.04E+00	1.13E+00	1.61E+00	4.79E+00	2.75E-01
13214	5.59E+01	3.51E+00	1.50E+00	1.16E+00	6.60E+01	8.18E-01	2.02E-01	7.21E-01	7.84E+00	1.07E+00	9.01E-01	1.88E+00	-2.12E-02
13215	3.72E+01	3.84E+00	1.38E+00	1.44E+00	7.58E+01	8.32E-01	2.41E+00	8.42E-01	3.14E+00	9.58E-01	1.14E+00	7.07E+00	-2.78E-01
13216	7.43E-01	6.27E+00	1.35E+00	4.96E+00	5.90E+01	7.96E-01	2.29E+00	6.49E-01	8.78E+00	1.07E+00	6.11E-01	3.97E+00	4.23E-01
13217	8.96E+00	2.60E+00	1.34E+00	4.42E+00	3.24E+00	5.08E-01	4.05E-01	9.04E-01	7.79E+00	1.18E+00	1.09E+00	3.97E+00	-1.30E-01
13218	2.03E+01	1.38E+00	9.78E-01	4.91E+00	1.23E+01	1.68E+00	1.72E+00	9.72E-01	1.84E+00	9.57E-01	3.58E-01	6.68E+00	-4.38E-01
13219	8.76E+01	5.64E+00	8.85E-01	3.49E+00	7.41E+01	3.24E-01	1.62E+00	1.44E+00	3.45E+00	1.08E+00	1.55E+00	3.43E+00	-2.97E-01
13220	5.52E+01	3.20E+00	1.46E+00	3.78E+00	8.33E+01	1.42E-01	2.12E+00	1.25E+00	8.06E+00	9.12E-01	2.67E-01	6.93E+00	-2.81E-01
13221	6.55E+01	2.71E+00	1.41E+00	2.51E+00	8.14E+01	9.10E-01	1.15E+00	1.19E+00	2.42E+00	9.73E-01	6.99E-01	7.19E+00	-5.67E-01
13222	5.86E+01	6.04E+00	1.45E+00	4.66E+00	5.54E+01	1.69E+00	1.29E+00	6.06E-01	2.93E+00	9.28E-01	1.42E+00	9.27E-01	6.43E-02
13223	3.82E+01	3.39E+00	1.42E+00	1.34E+00	7.48E+01	1.88E+00	4.26E-01	9.03E-01	3.16E+00	1.20E+00	1.44E+00	9.49E-01	-7.17E-01
13224	4.41E+01	1.44E+00	1.38E+00	3.54E+00	6.25E+01	3.50E-01	2.17E+00	7.11E-01	1.80E-01	1.03E+00	3.71E-01	4.16E+00	-7.30E-03
13225	6.31E+01	3.89E+00	9.06E-01	4.73E+00	5.29E+01	1.94E+00	2.13E-01	1.47E+00	1.71E+00	1.15E+00	1.13E+00	5.81E+00	-3.35E-01
13226	4.18E+00	2.17E+00	1.50E+00	7.25E-01	8.68E+01	2.88E-01	2.04E+00	7.85E-01	6.62E+00	9.12E-01	1.65E+00	3.72E+00	-3.00E-01
13227	7.80E+01	5.84E+00	1.32E+00	3.87E+00	5.07E+01	2.92E-01	1.55E+00	6.38E-01	6.79E+00	1.03E+00	2.84E-01	1.55E+00	2.55E-01
13228	5.55E+01	1.08E+00	9.43E-01	3.73E+00	1.67E+00	1.64E+00	1.68E+00	5.59E-01	1.23E+00	1.00E+00	3.29E-01	7.23E+00	7.07E-02
13229	6.39E+01	5.18E+00	1.01E+00	1.84E+00	9.99E+01	5.27E-01	2.66E+00	1.28E+00	7.81E-01	1.01E+00	9.58E-01	4.26E+00	-5.78E-01
13230	3.79E+01	2.35E+00	9.04E-01	2.18E+00	6.58E+00	3.96E-02	2.23E-01	9.14E-01	9.25E+00	1.01E+00	4.20E-01	2.11E+00	5.82E-02
13231	6.62E+01	7.12E+00	1.31E+00	2.02E+00	5.79E+01	1.59E+00	1.81E+00	6.33E-01	9.34E+00	1.09E+00	1.44E+00	7.00E+00	8.34E-01
13232	1.52E+01	4.27E+00	1.24E+00	1.50E+00	1.17E+01	3.04E-01	2.66E+00	1.28E+00	1.45E+00	1.00E+00	3.40E-01	5.28E+00	-5.28E-01
13233	3.12E+01	1.37E+00	1.10E+00	1.17E+00	7.96E+00	4.20E-01	3.28E+00	7.32E-01	7.96E+00	1.04E+00	8.47E-01	6.71E+00	-1.49E-01
13234	7.44E+01	1.85E+00	1.29E+00	4.46E+00	7.60E+01	1.61E+00	1.99E+00	5.63E-01	4.68E+00	9.78E-01	6.14E-01	6.16E+00	3.48E-01
13235	1.43E+01	3.51E+00	1.33E+00	1.38E+00	6.79E+01	6.04E-01	3.61E-01	1.49E+00	4.84E+00	1.01E+00	3.76E-01	4.13E+00	-5.01E-01
13236	7.18E+01	9.59E-01	1.36E+00	2.80E+00	7.26E+01	5.02E-01	1.41E+00	9.70E-01	4.99E+00	8.45E-01	6.92E-01	1.91E+00	-5.37E-01
13237	2.52E+01	6.01E+00	1.35E+00	3.79E+00	3.52E+01	1.82E+00	9.63E-01	5.70E-01	4.43E-01	8.31E-01	1.04E+00	5.61E+00	4.04E-01
13238	4.85E+01	2.66E+00	1.13E+00	4.02E+00	2.00E+01	8.39E-01	1.43E+00	1.07E+00	6.29E+00	9.36E-01	6.97E-01	6.25E-01	-3.96E-01
13239	3.22E+01	1.04E-01	9.81E-01	4.17E+00	1.17E+01	1.17E+00	2.36E-01	5.35E-01	5.31E+00	9.55E-01	7.89E-01	6.75E+00	1.07E-01
13240	2.38E-01	4.55E+00	1.13E+00	9.60E-01	5.88E+01	3.74E-01	2.94E+00	1.34E+00	2.49E-01	1.06E+00	1.02E+00	2.74E+00	-6.46E-01
13241	5.61E+01	6.16E+00	1.12E+00	3.18E+00	9.37E+01	5.60E-02	1.19E+00	7.58E-01	3.25E-01	1.03E+00	2.78E-01	1.07E+00	-2.20E-01
13242	1.66E+01	1.09E+00	9.43E-01	3.61E+00	5.31E+01	1.19E+00	2.03E+00	1.03E+00	2.28E+00	8.23E-01	1.12E+00	5.96E+00	-5.58E-01
13243	2.36E+01	3.74E+00	1.26E+00	1.63E+00	1.68E+01	4.50E-01	2.06E+00	1.23E+00	8.46E-01	8.22E-01	6.53E-01	1.39E-01	-3.44E-01
13244	7.28E+00	4.90E+00	1.01E+00	9.30E-01	2.65E+01	7.02E-01	7.86E-01	9.31E-01	4.94E+00	9.64E-01	3.50E-01	1.96E-01	-6.12E-01
13245	5.92E+01	5.35E+00	1.03E+00	9.53E-01	3.25E+01	7.85E-01	3.25E+00	1.20E+00	7.10E+00	8.36E-01	2.83E-01	5.70E+00	-6.39E-01
13246	1.00E+01	1.09E+00	9.52E-01	6.09E-01	6.74E+01	7.25E-01	1.02E+00	6.59E-01	7.24E+00	1.10E+00	1.58E+00	6.79E+00	-2.61E-01
13247	1.68E+01	2.71E+00	1.16E+00	4.07E+00	7.11E+01	1.69E+00	2.91E+00	8.04E-01	5.92E+00	8.70E-01	7.73E-01	6.73E+00	-3.35E-02
13248	5.61E+01	2.76E+00	1.24E+00	1.71E+00	4.68E+01	1.40E+00	1.40E-01	1.07E+00	8.40E+00	8.91E-01	1.06E+00	3.80E+00	-4.60E-01
13249	7.89E+01	6.19E+00	1.41E+00	1.65E+00	9.66E+01	1.66E+00	1.20E+00	9.83E-01	3.02E-01	8.73E-01	2.69E-01	2.33E-01	-6.48E-01
13250	7.59E+01	1.27E+00	9.96E-01	1.68E+00	3.38E+01	1.59E+00	2.59E+00	1.35E+00	8.86E+00	8.74E-01	8.21E-01	4.19E+00	-5.78E-01
13251	1.23E+01	6.21E+00	1.07E+00	4.72E+00	1.65E+01	5.08E-01	2.73E+00	1.45E+00	1.17E+00	1.07E+00	4.79E-01	5.92E-01	-6.20E-03
13252	5.08E+01	4.11E+00	1.20E+00	2.88E+00	7.51E+01	1.26E+00	1.84E+00	1.01E+00	7.97E+00	1.12E+00	1.33E+00	1.02E+00	-2.91E-01
13253	5.98E+01	3.97E+00	1.49E+00	2.67E+00	7.34E+01	8.51E-01	1.66E-01	1.36E+00	2.92E+00	9.65E-01	1.36E+00	3.34E+00	-5.43E-01
13254	2.43E+00	6.31E+00	1.13E+00	4.19E+00	6.85E+01	4.49E-01	3.17E+00	7.83E-01	7.69E+00	1.17E+00	1.32E+00	3.71E+00	1.73E-01
13255	3.55E+01	5.86E+00	1.07E+00	3.38E+00	2.29E+01	3.19E-01	3.00E-01	1.39E+00	7.66E+00	9.97E-01	1.15E+00	4.48E-01	-3.05E-02
13256	1.05E+01	3.61E+00	1.40E+00	1.79E+00	8.97E+01	3.73E-01	7.33E-01	1.42E+00	6.70E-01	1.06E+00	1.28E+00	5.48E+00	-5.51E-01
13257	2.53E+01	3.20E+00	1.40E+00	3.16E+00	9.29E+01	1.43E+00	1.20E+00	7.28E-01	9.97E-01	1.07E+00	6.01E-01	1.66E+00	-1.25E-01
13258	5.03E+01	5.86E+00	1.30E+00	3.02E+00	4.77E+01	8.91E-01	1.01E+00	8.56E-01	1.41E+00	9.32E-01	1.70E-01	5.61E+00	-7.59E-02
13259	1.22E+01	1.13E+00	1.33E+00	3.78E+00	6.52E+01	7.44E-01	1.88E+00	8.07E-01	8.67E-01	9.16E-01	1.26E+00	2.11E+00	-1.65E-01
13260	6.70E+01	1.49E+00	1.23E+00	2.97E+00	5.24E+01	3.91E-01	1.09E+00	5.27E-01	1.24E-01	8.10E-01	1.05E+00	3.56E+00	1.82E-01
13261	4.67E+01	4.59E+00	1.47E+00	2.95E+00	9.25E+01	1.35E+00	2.76E+00	1.10E+00	8.73E+00	9.67E-01	3.84E-01	2.95E+00	2.11E-01
13262	6.06E+01	3.42E+00	1.11E+00	3.24E+00	4.98E+01	4.29E-02	2.95E-01	1.46E+00	9.04E+00	1.17E+00	1.01E+00	9.62E-01	-1.13E-01
13263	7.62E+01	6.60E+00	1.14E+00	3.87E+00	2.08E+00	1.09E+00	1.29E+00	9.88E-01	1.84E+00	9.34E-01	2.17E-01	7.90E-01	-3.43E-01
13264	7.28E-01	6.18E+00	1.30E+00	4.46E+00	2.79E+01	1.69E+00	9.21E-01	1.38E+00	3.20E+00	1.08E+00	9.05E-01	5.98E+00	-1.88E-01
13265	7.11E+01	4.19E+00	1.35E+00	3.26E+00	5.04E+01	6.83E-01	2.46E+00	7.65E-01	2.61E+00	8.82E-01	1.88E-01	2.06E+00	-3.75E-02
13266	7.41E+00	4.71E+00	1.23E+00	6.88E-01	4.48E+01	8.30E-01	5.68E-01	1.05E+00	9.74E-01	8.33E-01	5.84E-01	1.81E+00	-6.33E-01
13267	5.59E+01	6.45E+00	1.38E+00	4.42E+00	5.98E+01	6.37E-01	2.28E+00	8.08E-01	8.93E+00	9.83E-01	1.55E+00	2.94E+00	5.83E-01
13268	6.04E+01	2.79E+00	1.49E+00	2.73E+00	8.40E+01	1.81E+00	2.97E+00	1.13E+00	5.70E+00	1.02E+00	1.18E+00	3.21E+00	-4.63E-01
13269	2.26E+01	7.16E+00	8.53E-01	1.86E+00	8.21E+00	1.15E+00	3.89E-01	1.46E+00	1.33E+00	1.07E+00	9.16E-01	2.92E+00	-4.74E-01
13270	8.51E+01	6.97E+00	9.74E-01	4.68E+00	2.64E+01	1.84E+00	2.01E+00	1.37E+00	3.10E+00	1.03E+00	7.10E-01	1.10E+00	-1.53E-01
13271	4.92E+01	1.87E+00	1.35E+00	7.57E-01	8.05E+01	9.15E-01	1.63E+00	5.31E-01	4.56E+00	1.01E+00	6.68E-01	3.94E+00	9.73E-02
13272	1.02E+01	3.26E+00	1.16E+00	1.52E+00	1.22E+01	1.99E+00	2.06E+00	1.47E+00	9.67E+00	1.14E+00	1.52E+00	1.73E+00	-8.06E-02
13273	7.60E+01	3.65E+00	8.91E-01	7.81E-01	9.01E+00	9.30E-01	6.87E-01	1.08E+00	7.16E+00	1.19E+00	1.12E+00	3.83E+00	-6.65E-01
13274	8.85E+01	5.22E+00	8.51E-01	3.36E+00	7.73E+01	1.06E+00	1.15E+00	5.27E-01	9.67E+00	8.78E-01	1.09E+00	6.60E+00	7.81E-01
13275	4.32E+01	9.73E-01	1.20E+00	4.47E+00	6.57E+01	1.77E+00	1.38E+00	1.26E+00	3.38E+00	1.16E+00	1.65E+00	3.37E+00	-5.12E-01
13276	9.03E+01	4.37E+00	1.11E+00	4.41E+00	4.44E+01	6.66E-01	3.33E-01	7.04E-01	8.32E+00	8.78E-01	5.66E-01	6.78E+00	1.75E-01
13277	6.56E+01	3.42E+00	1.17E+00	2.16E+00	4.51E+01	2.98E-01	2.95E+00	1.38E+00	2.75E+00	9.74E-01	1.31E+00	6.81E+00	-4.38E-01
13278	8.53E+01	6.88E+00	1.45E+00	3.57E+00	1.55E+01	3.95E-01	2.01E+00	1.31E+00	6.65E+00	8.42E-01	4.35E-01	8.75E-01	-1.72E-01
13279	2.45E+01	5.31E-01	1.50E+00	2.81E+00	4.99E+01	1.53E+00	1.46E+00	1.31E+00	9.40E+00	8.48E-01	8.60E-01	2.52E-01	8.57E-02
13280	9.07E+01	7.00E+00	9.09E-01	4.99E+00	6.41E+01	8.39E-01	7.26E-01	1.21E+00	7.68E-01	1.13E+00	1.30E+00	3.82E+00	-4.12E-01
13281	2.24E+01	6.64E+00	8.70E-01	1.90E+00	9.38E-01	7.04E-01	1.84E+00	1.39E+00	8.05E-01	1.04E+00	9.64E-01	6.23E+00	-2.53E-01
13282	1.16E+01	6.28E+00	1.42E+00	8.76E-01	6.88E+00	9.88E-01	3.27E+00	1.48E+00	4.71E+00	8.42E-01	1.63E+00	8.29E-01	-2.41E-01
13283	5.18E+01	1.42E+00	1.38E+00	3.13E+00	4.29E-01	1.16E+00	3.40E-01	7.28E-01	5.09E+00	8.67E-01	9.76E-01	3.80E+00	2.36E-01
13284	5.14E+01	7.24E-01	1.10E+00	3.13E+00	6.82E+01	1.88E+00	1.43E+00	1.30E+00	8.16E+00	9.20E-01	1.49E+00	6.51E+00	-4.38E-01
13285	4.65E+01	3.45E+00	1.12E+00	6.67E-01	1.15E+01	6.17E-01	2.39E+00	1.03E+00	2.72E+00	1.05E+00	8.02E-01	6.06E+00	-6.24E-01
13286	4.68E+00	6.82E+00	1.23E+00	3.68E+00	3.28E+01	9.40E-01	1.36E+00	1.16E+00	4.57E+00	1.08E+00	4.09E-01	3.45E+00	-2.27E-01
13287	6.83E+01	2.78E+00	1.48E+00	3.09E+00	4.63E+01	2.18E-01	2.46E+00	1.01E+00	6.04E-01	9.36E-01	4.91E-01	2.82E+00	-2.90E-01
13288	8.05E+01	4.50E+00	8.50E-01	1.66E+00	3.30E+01	4.12E-01	2.40E+00	1.35E+00	1.87E+00	9.33E-01	1.56E+00	6.63E+00	-5.31E-01
13289	8.11E+01	3.07E-01	1.45E+00	3.09E+00	5.83E+01	3.53E-01	9.42E-01	7.66E-01	5.54E+00	8.98E-01	1.43E+00	1.49E-01	-1.64E-01
13290	8.55E-01	5.06E+00	1.19E+00	1.34E+00	3.56E+00	9.55E-01	2.93E-01	1.35E+00	5.10E+00	8.04E-01	7.99E-01	6.95E-01	-2.23E-01
13291	2.98E-01	3.34E+00	1.11E+00	2.15E+00	2.71E+01	8.20E-01	2.01E-01	7.80E-01	1.16E+00	1.04E+00	8.68E-01	1.10E+00	-4.65E-01
13292	7.14E+00	4.01E+00	1.50E+00	3.09E+00	5.64E+01	8.33E-01	2.22E+00	1.24E+00	1.23E+00	8.07E-01	8.68E-01	5.07E-01	-3.37E-01
13293	5.14E+01	6.46E+00	8.61E-01	3.30E+00	4.99E+01	1.05E+00	2.55E+00	1.07E+00	8.53E-01	1.10E+00	3.87E-01	4.73E+00	-4.33E-01
13294	1.65E+01	5.83E+00	1.08E+00	1.76E+00	8.30E+01	1.70E+00	1.14E+00	5.45E-01	6.58E-01	1.08E+00	2.21E-01	3.91E+00	1.95E-01
13295	7.37E+01	5.22E+00	8.26E-01	1.58E+00	8.35E+01	1.69E+00	4.54E-02	8.49E-01	7.44E+00	8.27E-01	1.62E+00	1.81E+00	-5.61E-01
13296	5.33E+01	2.03E+00	1.26E+00	3.15E+00	9.71E+01	1.37E+00	3.93E-01	1.21E+00	4.12E+00	8.47E-01	1.59E+00	1.82E+00	-5.06E-01
13297	7.13E+01	4.20E+00	1.13E+00	2.67E+00	2.66E+01	7.68E-01	2.80E-01	1.30E+00	6.57E+00	1.09E+00	7.50E-01	4.62E+00	-3.11E-01
13298	4.10E+01	3.66E+00	1.05E+00	4.17E+00	6.25E+01	5.74E-01	1.92E-01	1.09E+00	2.47E+00	1.06E+00	5.98E-01	1.99E+00	-4.62E-01
13299	2.09E+01	1.71E+00	1.42E+00	2.78E+00	9.85E+01	3.30E-01	9.86E-01	1.20E+00	7.41E+00	1.10E+00	4.37E-01	8.27E-02	-2.08E-01
13300	1.16E+01	1.94E+00	1.37E+00	3.96E+00	9.91E+01	4.01E-01	1.32E+00	9.01E-01	7.02E+00	1.09E+00	4.92E-01	2.42E+00	8.81E-02
13301	6.85E-01	2.01E+00	1.44E+00	1.61E+00	9.21E+01	4.10E-01	1.71E+00	6.30E-01	4.33E+00	9.56E-01	1.12E+00	3.07E+00	4.12E-01
13302	5.47E+01	6.69E+00	8.99E-01	1.78E+00	6.70E+01	5.94E-01	9.65E-01	1.29E+00	5.58E+00	8.37E-01	1.00E+00	4.03E+00	-5.37E-01
13303	2.85E+01	6.82E+00	1.47E+00	4.93E+00	6.78E+01	3.41E-01	1.03E+00	1.18E+00	4.41E+00	8.86E-01	1.56E+00	2.66E+00	-2.79E-01
13304	4.13E+01	3.21E+00	1.15E+00	4.28E+00	8.32E+01	2.63E-01	8.44E-01	8.79E-01	6.39E-01	9.45E-01	1.16E+00	5.35E+00	-3.17E-01
13305	6.52E+01	6.83E+00	1.17E+00	1.42E+00	4.47E+00	1.55E-01	2.50E+00	8.30E-01	2.88E-01	1.08E+00	6.36E-01	5.15E+00	-3.37E-01
13306	2.71E+00	5.78E+00	1.49E+00	4.02E+00	9.39E+01	1.52E-01	1.24E+00	6.96E-01	4.15E+00	9.35E-01	9.28E-01	8.80E-01	-8.23E-02
13307	9.87E+01	2.62E+00	9.84E-01	1.64E+00	9.91E+01	1.32E+00	2.49E-01	5.33E-01	5.73E+00	1.00E+00	1.96E-01	6.86E+00	5.85E-02
13308	9.67E+01	3.93E+00	1.14E+00	2.97E+00	9.20E+00	8.21E-02	5.93E-01	1.21E+00	3.49E+00	8.54E-01	6.81E-01	2.61E+00	-3.01E-01
13309	4.05E+01	4.87E+00	9.69E-01	1.83E+00	3.89E+01	7.50E-01	7.79E-02	9.17E-01	1.82E+00	1.20E+00	4.65E-01	8.75E-01	-6.22E-01
13310	6.55E+00	4.11E+00	1.03E+00	2.63E+00	9.05E+01	1.64E+00	1.96E+00	1.37E+00	3.67E+00	8.23E-01	8.00E-01	3.36E+00	-4.49E-01
13311	8.82E+00	4.32E+00	9.34E-01	2.44E+00	7.33E+01	1.02E+00	2.60E+00	6.38E-01	1.87E+00	1.20E+00	8.16E-01	4.21E+00	-2.70E-03
13312	3.62E+01	3.31E+00	1.49E+00	2.91E+00	4.55E+01	3.84E-01	2.16E+00	1.02E+00	7.55E+00	1.18E+00	1.66E+00	4.86E+00	1.67E-01
13313	7.72E+01	4.20E+00	1.18E+00	1.10E+00	6.38E+01	1.90E+00	1.95E+00	1.23E+00	5.55E+00	1.10E+00	4.03E-01	2.13E+00	-6.27E-01
13314	1.74E+01	5.00E+00	1.21E+00	2.39E+00	4.25E+00	1.91E+00	4.20E-01	1.10E+00	1.83E+00	8.10E-01	9.32E-01	2.36E+00	-2.91E-01
13315	3.30E+01	7.08E+00	1.03E+00	2.77E+00	1.24E+00	1.62E+00	2.73E+00	6.47E-01	5.74E+00	1.10E+00	1.47E+00	1.64E-01	-1.89E-02
13316	3.02E+01	2.11E+00	1.13E+00	1.51E+00	9.42E+01	2.85E-01	4.56E-01	7.56E-01	8.94E+00	8.33E-01	3.73E-01	1.23E+00	-4.91E-01
13317	9.55E+01	2.42E+00	1.43E+00	3.27E+00	1.75E+01	2.24E-02	1.34E+00	1.15E+00	3.49E+00	9.91E-01	1.05E+00	7.13E+00	-2.48E-01
13318	9.85E+01	1.19E-01	8.68E-01	2.07E+00	5.49E+01	1.43E+00	2.43E+00	7.09E-01	3.41E+00	1.20E+00	7.98E-01	2.39E+00	-2.34E-02
13319	1.73E+01	4.48E+00	1.37E+00	4.10E+00	2.04E+01	5.43E-01	1.09E+00	6.77E-01	3.45E+00	8.81E-01	1.59E+00	2.39E+00	3.15E-01
13320	2.19E+01	2.99E+00	8.82E-01	1.10E+00	9.88E+01	1.92E+00	3.19E+00	1.47E+00	9.68E+00	8.09E-01	6.48E-01	3.83E+00	-4.72E-01
13321	7.32E+01	4.32E-01	1.32E+00	7.99E-01	5.01E+00	3.10E-01	1.29E+00	7.23E-01	7.70E+00	8.77E-01	2.01E-01	7.16E+00	-3.49E-01
13322	4.57E+01	2.55E+00	9.27E-01	4.08E+00	5.52E+01	2.19E-01	3.83E-01	1.27E+00	5.16E+00	8.79E-01	1.52E+00	3.70E+00	-4.76E-01
13323	5.15E+01	5.63E-01	9.05E-01	1.77E+00	2.62E+01	2.98E-01	8.52E-01	1.22E+00	4.95E+00	9.62E-01	9.37E-01	3.60E-01	-1.15E-01
13324	5.05E+01	4.53E+00	1.38E+00	5.75E-01	8.25E+01	1.44E+00	1.72E+00	1.48E+00	5.85E+00	1.20E+00	3.31E-01	3.45E+00	-5.23E-01
13325	7.82E+01	5.41E+00	8.80E-01	3.32E+00	1.20E+01	1.53E+00	1.74E+00	1.13E+00	8.35E+00	1.06E+00	1.54E+00	7.52E-01	-1.98E-01
13326	7.79E+01	1.29E+00	1.38E+00	1.71E+00	5.77E+01	6.69E-01	1.04E+00	5.82E-01	9.56E+00	8.49E-01	3.15E-01	5.76E+00	6.18E-01
13327	5.42E+01	3.28E+00	9.95E-01	4.38E+00	6.87E+01	6.57E-01	2.21E+00	8.97E-01	8.47E-01	8.26E-01	1.22E+00	4.23E+00	-3.22E-01
13328	7.33E+01	3.84E+00	1.08E+00	3.05E+00	1.69E+01	6.11E-01	2.21E+00	1.45E+00	4.76E+00	9.91E-01	4.91E-01	4.00E-01	-2.54E-02
13329	8.05E+01	3.81E+00	9.13E-01	3.92E+00	6.50E+01	4.72E-01	1.81E+00	9.91E-01	8.45E+00	9.22E-01	1.54E+00	3.31E+00	-2.71E-01
13330	1.80E+01	5.75E+00	1.39E+00	4.13E+00	7.69E+01	1.69E+00	1.84E+00	1.00E+00	3.79E+00	1.17E+00	2.71E-01	4.02E+00	-1.57E-01
13331	2.32E+01	5.27E+00	1.16E+00	3.66E+00	2.09E+01	1.42E+00	2.50E+00	5.14E-01	2.41E+00	1.15E+00	1.33E+00	6.51E+00	5.64E-01
13332	1.08E+01	2.32E+00	1.08E+00	4.78E+00	6.22E+01	5.91E-01	1.33E+00	1.30E+00	9.78E-01	8.91E-01	1.08E+00	6.32E+00	-4.26E-01
13333	6.96E+00	1.21E+00	1.07E+00	2.49E+00	9.44E+00	8.70E-01	3.28E+00	8.26E-01	1.70E+00	9.90E-01	2.09E-01	2.76E+00	-7.37E-02
13334	1.82E+01	5.59E+00	1.09E+00	2.37E+00	6.57E+01	3.35E-01	1.00E+00	1.27E+00	4.81E+00	1.07E+00	1.24E+00	7.69E-01	-2.66E-01
13335	7.74E+01	1.57E+00	1.04E+00	1.62E+00	8.86E+01	9.00E-02	1.16E+00	1.35E+00	1.57E+00	8.99E-01	1.52E+00	3.63E+00	-2.05E-01
13336	7.57E+01	5.81E+00	1.44E+00	2.42E+00	7.76E+00	1.51E+00	6.38E-01	1.28E+00	5.97E+00	9.12E-01	1.12E+00	6.68E+00	-2.47E-01
13337	3.99E+01	6.22E+00	1.10E+00	1.83E+00	4.81E+01	6.44E-01	2.83E+00	7.55E-01	5.31E+00	8.68E-01	9.24E-01	3.06E+00	2.19E-01
13338	2.04E+01	6.12E+00	1.00E+00	2.09E+00	1.00E+01	3.36E-01	2.81E+00	1.36E+00	9.68E+00	1.10E+00	5.92E-01	3.86E-01	4.74E-02
13339	4.98E+01	3.44E+00	1.38E+00	9.06E-01	7.55E+01	9.26E-01	3.32E+00	6.54E-01	3.30E+00	9.60E-01	8.42E-01	5.94E+00	-4.70E-02
13340	3.65E+01	1.47E+00	8.53E-01	3.60E+00	5.97E+01	9.92E-01	1.65E+00	8.12E-01	7.92E+00	1.02E+00	9.96E-01	1.95E+00	-1.60E-01
13341	1.18E+01	1.53E+00	1.46E+00	2.91E+00	1.19E+01	1.91E+00	1.77E-01	6.92E-01	8.27E+00	9.71E-01	5.16E-01	3.25E+00	9.49E-01
13342	8.44E+00	2.34E+00	1.20E+00	1.47E+00	2.27E+01	1.50E+00	3.47E-01	1.09E+00	9.43E+00	8.58E-01	5.89E-01	3.99E+00	-4.73E-01
13343	4.49E+01	2.98E+00	1.02E+00	4.06E+00	8.87E+01	1.76E+00	2.53E+00	9.29E-01	3.36E+00	8.04E-01	6.04E-01	1.72E-01	-4.99E-01
13344	6.35E+01	5.57E+00	1.40E+00	2.41E+00	3.29E+01	8.18E-01	2.28E+00	9.47E-01	6.13E+00	1.05E+00	1.64E+00	5.38E+00	-1.21E-01
13345	6.60E+01	4.50E+00	1.01E+00	1.45E+00	9.85E+01	3.64E-01	6.72E-01	9.86E-01	6.30E+00	1.03E+00	8.53E-01	3.91E+00	-6.07E-01
13346	5.01E+01	3.29E+00	1.08E+00	4.87E+00	9.00E+01	7.92E-01	2.06E+00	8.49E-01	8.02E+00	1.16E+00	3.77E-01	5.08E+00	-8.64E-02
13347	7.84E+01	6.45E+00	9.04E-01	1.01E+00	9.09E+01	8.28E-01	4.34E-01	7.40E-01	3.69E+00	1.02E+00	1.14E+00	2.84E+00	-9.84E-02
13348	9.59E+01	2.30E+00	1.47E+00	4.69E+00	1.90E+01	1.92E+00	3.64E-01	5.86E-01	4.81E+00	1.17E+00	1.54E+00	1.26E+00	3.24E-01
13349	8.15E+01	6.70E+00	1.04E+00	1.12E+00	9.97E+01	1.39E+00	3.31E+00	1.24E+00	7.04E+00	1.01E+00	1.15E+00	3.51E+00	-5.49E-01
13350	5.18E+01	2.67E+00	1.45E+00	2.63E+00	4.69E+01	5.63E-01	2.75E+00	9.91E-01	9.50E+00	1.19E+00	2.63E-01	3.35E+00	5.72E-01
13351	7.80E+01	5.41E+00	9.59E-01	1.83E+00	1.92E+01	4.59E-01	2.54E+00	5.07E-01	1.65E+00	8.31E-01	3.83E-01	1.17E+00	5.86E-03
13352	7.69E+01	1.05E+00	1.43E+00	2.61E+00	6.57E+01	1.11E+00	3.14E+00	6.75E-01	9.17E+00	1.15E+00	1.14E+00	2.87E+00	1.92E+00
13353	1.39E+01	3.44E+00	1.42E+00	8.95E-01	4.44E+01	1.88E+00	1.80E+00	7.24E-01	6.96E+00	1.09E+00	9.44E-01	6.52E+00	-7.75E-02
13354	9.58E+01	2.06E+00	1.43E+00	1.01E+00	3.59E+01	9.22E-02	8.95E-01	6.27E-01	1.82E+00	8.66E-01	1.06E+00	6.13E+00	-3.85E-01
13355	8.35E+01	1.26E+00	1.37E+00	2.88E+00	9.04E+01	6.47E-01	1.38E+00	1.36E+00	6.01E+00	9.22E-01	1.63E+00	7.04E+00	-5.44E-01
