No	k_macropore_multp	k_soil_multp	theta_sat_multp	aquiferBaseflowExp_multp	aquiferBaseflowRate_multp	qSurfScale_multp	summerLAI_multp	frozenPrecipMultip_multp	routingGammaScale_multp	routingGammaShape_multp	Fcapil_multp	thickness_multp	-KGE
144	9.72E+01	1.90E+00	1.42E+00	4.19E+00	6.60E+01	1.89E+00	3.08E+00	5.41E-01	2.74E+00	1.20E+00	1.44E+00	6.56E-02	-1.18E-01
145	6.13E+01	6.94E+00	1.50E+00	2.13E+00	1.46E+01	3.90E-02	1.73E+00	5.71E-01	7.67E+00	1.13E+00	8.28E-01	5.67E+00	8.63E-01
146	7.70E+01	2.32E-01	8.63E-01	4.83E+00	4.59E+00	1.38E+00	1.98E+00	5.18E-01	9.46E+00	9.85E-01	1.42E+00	4.48E+00	-8.69E-02
147	7.88E+00	2.75E+00	1.21E+00	2.31E+00	3.90E+01	1.16E+00	6.49E-01	1.48E+00	5.32E+00	9.66E-01	3.61E-01	4.40E+00	-4.01E-01
148	8.63E+01	4.39E+00	1.00E+00	2.07E+00	4.80E+01	1.50E+00	2.69E+00	1.33E+00	8.98E+00	1.01E+00	1.17E+00	6.87E+00	-3.13E-01
149	9.78E+00	2.85E+00	9.88E-01	2.45E+00	4.68E+01	1.18E+00	1.76E-01	1.27E+00	1.31E+00	8.16E-01	7.11E-01	7.25E+00	-5.48E-01
150	7.31E-01	5.24E+00	1.12E+00	1.24E+00	8.07E+01	1.85E+00	3.76E-01	1.17E+00	5.37E+00	9.50E-01	1.94E-01	1.45E-01	-3.84E-01
151	1.22E+01	5.94E+00	1.40E+00	5.84E-01	3.62E+01	1.03E+00	3.17E+00	9.60E-01	9.02E+00	8.77E-01	1.51E+00	2.75E+00	-1.73E-01
152	7.77E+01	6.78E+00	9.20E-01	4.55E+00	9.84E+01	1.01E+00	2.95E+00	1.49E+00	2.37E+00	9.28E-01	4.00E-01	3.18E-01	5.98E-02
153	2.43E+01	1.97E+00	1.30E+00	3.99E+00	6.42E+01	1.45E+00	2.63E+00	1.26E+00	5.55E+00	1.05E+00	1.34E+00	6.73E+00	-3.40E-01
154	1.40E+01	5.28E+00	1.08E+00	6.84E-01	9.25E+01	5.46E-01	1.37E+00	1.20E+00	2.18E+00	1.02E+00	1.07E+00	1.47E+00	-5.01E-01
155	5.19E+00	3.53E+00	9.51E-01	1.77E+00	8.06E+01	6.95E-01	1.06E+00	5.50E-01	6.12E+00	8.10E-01	1.41E+00	1.88E+00	-2.10E-02
156	7.49E+01	4.43E+00	8.34E-01	1.85E+00	2.44E+01	1.60E+00	7.09E-01	8.84E-01	5.35E+00	1.03E+00	8.04E-01	3.38E+00	-4.45E-01
157	8.50E+01	6.00E+00	9.32E-01	7.71E-01	3.85E+01	1.52E+00	8.51E-01	9.37E-01	2.54E+00	9.76E-01	1.24E+00	4.37E-01	-5.33E-01
158	4.60E+01	1.42E+00	1.09E+00	1.07E+00	6.26E+01	1.84E+00	2.11E+00	1.17E+00	6.49E+00	9.09E-01	1.25E+00	3.69E+00	-7.34E-01
159	4.49E+01	2.34E+00	9.41E-01	4.90E+00	9.04E+01	1.20E+00	1.45E+00	1.25E+00	4.36E+00	1.04E+00	1.39E+00	6.01E+00	-4.56E-01
160	3.50E+01	5.61E-01	9.96E-01	3.18E+00	5.09E+01	1.94E+00	2.16E+00	7.89E-01	1.59E-01	1.10E+00	1.18E+00	5.35E-01	-3.59E-01
161	6.79E+01	2.32E+00	1.42E+00	1.50E+00	9.69E+01	1.97E+00	2.92E-02	9.17E-01	3.09E+00	8.71E-01	7.61E-01	1.56E+00	-6.84E-01
162	7.73E+01	5.96E+00	1.48E+00	1.42E+00	4.20E+01	1.56E+00	6.46E-02	1.27E+00	8.46E+00	9.08E-01	7.16E-01	2.63E+00	-5.02E-01
163	1.69E+01	4.86E+00	8.40E-01	2.62E+00	8.53E+01	8.48E-01	2.26E+00	1.13E+00	2.55E+00	1.06E+00	1.41E+00	4.94E+00	-5.53E-01
164	4.15E+01	6.09E+00	1.12E+00	1.67E+00	1.18E+01	1.61E+00	2.04E+00	8.58E-01	8.21E+00	9.02E-01	1.07E+00	4.34E+00	-6.24E-02
165	5.75E+01	6.57E+00	8.46E-01	1.45E+00	1.02E+01	1.40E+00	2.72E+00	7.71E-01	3.78E+00	1.14E+00	1.28E+00	1.69E+00	-4.34E-01
166	2.57E+01	3.06E+00	1.40E+00	2.77E+00	6.05E+00	1.37E+00	5.76E-01	9.75E-01	5.32E+00	1.04E+00	1.27E+00	4.77E+00	-1.61E-02
167	2.93E+01	1.72E-01	9.73E-01	3.05E+00	3.92E+01	7.87E-01	3.13E+00	9.70E-01	7.67E+00	1.00E+00	1.47E+00	1.18E+00	-2.40E-01
168	5.48E+01	1.51E+00	1.43E+00	4.64E+00	4.05E+00	1.28E+00	4.86E-01	7.97E-01	6.88E-01	1.20E+00	1.37E+00	9.30E-01	-3.44E-01
169	6.75E+01	6.98E+00	1.23E+00	1.41E+00	5.83E+01	6.73E-01	2.83E+00	1.50E+00	6.80E+00	1.14E+00	5.13E-01	2.08E+00	-2.63E-01
170	4.58E+01	4.28E-01	1.13E+00	4.91E+00	9.01E+01	1.68E+00	2.02E+00	9.49E-01	5.20E-01	1.00E+00	7.21E-01	6.59E-01	-5.01E-01
171	1.39E+01	3.73E+00	1.08E+00	1.39E+00	5.10E+01	3.79E-01	1.06E+00	6.86E-01	1.63E+00	1.17E+00	7.50E-01	5.45E+00	-2.46E-01
172	2.43E+01	1.75E+00	1.32E+00	4.64E+00	8.84E+00	1.93E+00	6.61E-01	1.05E+00	2.67E-01	1.06E+00	9.57E-01	6.76E+00	-3.12E-01
173	1.78E+01	2.11E+00	1.47E+00	2.00E+00	2.00E+01	6.85E-01	2.42E-01	9.43E-01	5.77E+00	1.12E+00	7.11E-01	4.89E+00	-1.81E-01
174	7.74E+01	4.05E+00	9.66E-01	4.06E+00	2.12E+01	1.48E+00	2.36E+00	1.20E+00	8.68E+00	8.30E-01	5.21E-01	3.70E+00	-3.58E-01
175	8.57E+00	5.37E-01	9.15E-01	3.26E+00	4.82E+01	5.40E-01	6.94E-01	1.44E+00	4.58E+00	1.04E+00	2.71E-01	6.27E-01	-2.62E-02
176	1.09E+01	3.14E+00	9.40E-01	3.57E+00	2.40E+01	1.07E+00	1.15E+00	5.14E-01	1.03E+00	1.02E+00	1.37E+00	2.28E+00	4.15E-01
177	2.86E+01	3.71E+00	8.30E-01	1.19E+00	5.89E+01	5.04E-01	2.18E+00	9.01E-01	1.07E+00	1.17E+00	8.64E-01	6.98E+00	-7.15E-01
178	1.62E+01	2.13E+00	1.49E+00	3.59E+00	6.31E+00	6.85E-01	1.38E+00	6.72E-01	7.71E+00	1.03E+00	1.45E+00	1.13E-01	2.37E-01
179	7.67E+01	6.05E+00	1.05E+00	4.39E+00	7.64E+01	1.59E+00	2.71E+00	1.43E+00	9.30E-01	1.11E+00	1.09E+00	1.13E+00	-1.04E-01
180	1.23E+01	2.70E-01	1.04E+00	4.51E+00	6.11E+01	3.63E-01	3.00E+00	1.23E+00	3.77E+00	1.17E+00	1.57E+00	9.26E-01	-8.23E-03
181	5.24E+01	5.05E+00	1.34E+00	1.26E+00	9.74E+01	9.65E-01	2.22E+00	7.68E-01	4.96E+00	1.15E+00	1.42E+00	6.51E+00	-1.74E-01
182	5.88E+01	1.41E+00	1.31E+00	6.80E-01	7.91E+01	1.57E+00	3.98E-01	8.15E-01	4.90E+00	1.15E+00	8.92E-01	3.41E+00	-3.37E-01
183	3.49E+01	1.14E+00	1.32E+00	4.28E+00	3.54E+00	1.13E+00	2.41E+00	8.08E-01	3.42E+00	8.31E-01	6.85E-01	4.57E+00	-1.27E-01
184	1.29E+01	4.42E+00	1.03E+00	7.94E-01	4.90E+01	7.87E-01	2.84E+00	1.18E+00	2.14E+00	1.17E+00	1.64E+00	6.82E+00	-6.53E-01
185	3.11E+00	5.43E+00	1.40E+00	3.09E+00	2.17E+01	7.38E-01	7.51E-01	5.76E-01	9.37E+00	1.11E+00	7.72E-01	3.79E+00	1.31E+00
186	9.09E+01	5.61E-01	8.44E-01	3.82E+00	7.41E+01	1.66E+00	1.73E+00	1.27E+00	5.85E+00	9.45E-01	6.89E-01	5.89E+00	-5.64E-01
187	7.24E+01	4.14E+00	1.42E+00	3.47E+00	3.43E+01	5.71E-01	5.73E-01	1.13E+00	4.39E+00	1.08E+00	1.21E+00	6.24E+00	-2.66E-01
188	7.82E+01	3.13E+00	9.43E-01	2.58E+00	7.16E+01	1.70E-01	1.84E-01	1.12E+00	1.53E+00	8.33E-01	7.09E-01	6.53E+00	-5.90E-01
189	4.40E+01	5.73E+00	1.20E+00	4.43E+00	5.04E+01	4.98E-01	2.40E+00	7.86E-01	6.76E+00	1.16E+00	1.29E+00	2.89E+00	3.46E-01
190	9.70E+01	5.77E+00	8.34E-01	1.02E+00	8.85E+01	7.62E-01	6.28E-03	1.29E+00	2.62E+00	1.06E+00	5.92E-01	3.68E+00	-6.11E-01
191	6.66E+01	4.13E+00	1.14E+00	1.60E+00	7.34E+01	1.94E-01	5.63E-01	6.74E-01	8.86E+00	1.09E+00	2.38E-01	2.90E+00	5.86E-01
192	9.57E+01	5.51E+00	1.28E+00	3.33E+00	6.61E+01	8.59E-01	6.25E-02	1.13E+00	2.34E+00	8.12E-01	1.29E+00	8.72E-01	-3.47E-01
193	4.05E+01	5.37E+00	1.44E+00	3.47E+00	4.06E+01	3.94E-01	5.25E-01	5.72E-01	7.63E+00	1.05E+00	6.42E-01	3.66E+00	9.03E-01
194	7.06E+01	3.51E+00	1.28E+00	3.16E+00	2.01E+01	1.44E+00	3.27E+00	6.58E-01	4.87E+00	1.06E+00	1.35E+00	1.10E+00	2.42E-02
195	1.51E+01	6.85E+00	1.44E+00	3.35E+00	6.11E+01	1.39E+00	2.59E+00	1.19E+00	5.03E+00	1.02E+00	1.66E+00	2.50E+00	-2.92E-01
196	6.87E+00	3.01E+00	1.22E+00	2.01E+00	7.38E+01	9.67E-01	2.34E-02	7.52E-01	5.41E+00	1.10E+00	9.54E-01	1.61E+00	-2.77E-01
197	8.09E+01	2.15E+00	1.23E+00	2.09E+00	7.28E+01	1.15E+00	3.37E-01	1.38E+00	5.31E+00	8.02E-01	9.35E-01	1.06E+00	-3.55E-01
198	5.03E+01	1.91E+00	1.27E+00	6.31E-01	2.64E+01	3.46E-01	5.57E-01	1.46E+00	4.58E+00	1.20E+00	4.01E-01	2.17E+00	-5.61E-01
199	7.94E+01	5.78E-01	1.47E+00	8.03E-01	9.55E+01	9.11E-01	1.04E+00	5.84E-01	7.26E-01	1.04E+00	3.91E-01	4.10E+00	-2.34E-01
200	1.14E+00	5.98E+00	1.15E+00	7.57E-01	7.64E+01	1.29E+00	2.77E+00	7.67E-01	9.02E+00	9.93E-01	6.10E-01	1.26E+00	-3.04E-01
201	2.25E+00	2.61E+00	9.19E-01	3.67E+00	6.16E+01	1.28E+00	1.28E+00	1.13E+00	4.76E+00	1.15E+00	1.19E+00	1.77E+00	-4.83E-01
202	9.85E+01	1.06E+00	1.49E+00	4.79E+00	7.25E+01	6.41E-01	2.39E+00	1.25E+00	6.74E+00	1.14E+00	8.46E-01	2.14E+00	-2.96E-01
203	4.93E+01	6.01E+00	1.44E+00	4.84E+00	7.02E+01	1.20E+00	6.63E-01	7.11E-01	1.21E+00	1.08E+00	1.10E+00	8.58E-01	-1.50E-01
204	4.97E+01	1.46E+00	1.34E+00	3.90E+00	8.97E+01	1.02E+00	1.57E+00	1.38E+00	6.47E+00	9.83E-01	1.42E+00	2.75E+00	-4.57E-01
205	7.71E+01	3.99E+00	9.04E-01	2.49E+00	4.07E+01	1.15E+00	2.43E+00	1.40E+00	4.11E+00	1.06E+00	1.46E+00	8.34E-01	-1.38E-01
206	2.38E+01	5.09E-01	1.04E+00	2.07E+00	7.61E+01	1.88E+00	1.53E+00	7.58E-01	1.43E+00	8.87E-01	1.88E-01	2.82E-01	-6.53E-01
207	4.18E+01	6.34E+00	1.24E+00	4.20E+00	5.24E+01	9.52E-01	3.10E+00	1.26E+00	5.37E+00	8.99E-01	3.34E-01	2.20E+00	-2.96E-01
208	1.86E+01	4.13E+00	1.20E+00	1.94E+00	7.88E+01	1.14E+00	1.17E+00	1.01E+00	6.08E-01	9.06E-01	1.48E+00	7.32E+00	-4.13E-01
209	1.35E+00	4.39E+00	1.31E+00	1.91E+00	4.58E+01	1.73E+00	7.54E-02	1.38E+00	7.50E+00	1.05E+00	1.22E+00	2.04E+00	-3.15E-01
210	9.99E+00	4.54E+00	8.48E-01	3.35E+00	8.77E+01	3.09E-01	3.09E+00	5.63E-01	7.20E+00	9.91E-01	7.40E-01	3.75E+00	4.47E-01
211	4.42E+00	5.28E+00	8.35E-01	9.30E-01	9.98E+01	1.78E+00	3.02E-01	5.12E-01	5.03E+00	1.12E+00	6.55E-01	7.04E+00	2.82E-02
212	1.06E+01	1.39E+00	1.17E+00	2.57E+00	1.04E+01	8.07E-01	1.84E-01	1.40E+00	4.74E+00	8.00E-01	1.61E+00	3.15E+00	-4.26E-01
213	5.26E+01	1.52E+00	1.17E+00	2.12E+00	9.54E+01	7.30E-01	3.19E+00	5.61E-01	5.49E+00	9.85E-01	9.46E-01	4.80E+00	1.13E-01
214	8.59E+01	4.15E+00	1.20E+00	1.97E+00	5.74E+01	1.03E+00	2.50E+00	5.25E-01	7.89E+00	9.03E-01	9.75E-01	4.95E+00	4.48E-01
215	5.08E+01	3.20E+00	1.14E+00	1.65E+00	4.92E+01	1.12E+00	1.88E+00	1.18E+00	3.72E+00	1.02E+00	1.08E+00	2.15E+00	-6.43E-01
216	3.91E+01	5.38E+00	1.09E+00	1.51E+00	3.33E+01	1.12E+00	1.87E+00	9.62E-01	1.28E-01	1.05E+00	1.47E+00	2.97E-01	-5.33E-01
217	4.64E+00	6.13E+00	1.20E+00	3.56E+00	9.87E+01	1.60E+00	1.78E+00	7.69E-01	1.29E+00	1.12E+00	6.72E-01	1.56E+00	-1.38E-01
218	7.60E+01	2.40E+00	1.50E+00	3.85E+00	7.13E+01	1.07E+00	2.17E+00	6.04E-01	2.86E+00	8.17E-01	6.59E-01	4.53E+00	3.33E-01
219	5.97E+01	6.39E+00	8.75E-01	3.20E+00	5.26E+01	1.89E+00	2.11E+00	1.07E+00	8.00E+00	8.72E-01	5.44E-01	5.79E+00	-2.68E-01
220	9.76E+01	5.63E+00	8.62E-01	9.33E-01	5.95E+01	7.95E-01	1.01E+00	8.55E-01	7.23E+00	9.18E-01	3.15E-01	3.22E+00	-5.31E-01
221	8.26E+01	5.40E+00	1.19E+00	9.72E-01	7.95E+01	1.73E+00	2.39E+00	8.92E-01	7.57E+00	1.12E+00	1.65E+00	2.10E+00	-3.62E-01
222	7.36E+01	4.51E+00	1.40E+00	2.91E+00	8.04E+01	2.26E-01	1.07E+00	1.28E+00	8.89E+00	9.50E-01	1.48E+00	3.58E+00	-2.39E-01
223	7.65E+01	1.35E+00	1.39E+00	2.68E+00	4.75E+01	1.87E+00	3.06E+00	8.01E-01	6.91E+00	9.82E-01	7.75E-01	3.58E+00	6.29E-02
224	3.21E+01	9.42E-01	1.42E+00	8.41E-01	9.14E+01	1.74E+00	1.19E+00	1.15E+00	4.97E+00	8.84E-01	4.43E-01	2.22E+00	-7.76E-01
225	2.80E+01	2.60E+00	9.00E-01	2.40E+00	7.54E+00	4.35E-01	2.13E+00	8.60E-01	4.60E-01	1.00E+00	5.33E-01	9.65E-01	-5.56E-01
226	4.56E+01	4.05E-01	1.44E+00	1.15E+00	5.03E+01	6.44E-01	2.09E+00	1.32E+00	4.43E+00	1.00E+00	1.52E+00	2.62E+00	-3.28E-01
227	3.67E+01	1.89E+00	8.26E-01	4.36E+00	4.65E+01	3.87E-01	5.17E-01	1.28E+00	6.93E+00	8.92E-01	1.63E+00	4.20E+00	-5.10E-01
228	1.85E+01	4.76E+00	9.68E-01	1.94E+00	1.81E+01	6.92E-01	3.09E+00	1.14E+00	3.92E+00	1.13E+00	1.34E+00	6.55E+00	-5.01E-01
229	1.52E+01	2.97E+00	1.31E+00	3.15E+00	9.08E+01	1.23E+00	3.14E+00	7.75E-01	8.68E+00	1.18E+00	3.67E-01	2.48E+00	5.39E-01
230	1.28E+01	2.11E+00	8.99E-01	4.18E+00	5.19E+01	1.92E-01	1.28E+00	1.20E+00	7.50E+00	1.04E+00	2.01E-01	6.84E+00	-4.68E-01
231	9.27E+01	5.35E+00	1.22E+00	3.54E+00	3.39E+01	1.22E+00	2.02E+00	7.74E-01	5.60E+00	8.68E-01	1.06E+00	2.56E+00	2.01E-01
232	3.32E+01	8.87E-01	1.18E+00	1.15E+00	4.07E+01	1.36E+00	7.15E-01	1.41E+00	1.26E+00	1.07E+00	4.23E-01	4.51E+00	-6.88E-01
233	3.73E+01	3.17E+00	1.47E+00	4.68E+00	6.07E+01	1.11E+00	9.07E-01	6.25E-01	3.62E+00	1.02E+00	7.65E-01	6.47E-01	-4.16E-02
234	7.22E+01	7.12E+00	1.35E+00	8.52E-01	5.48E+01	3.64E-01	5.34E-01	1.42E+00	5.15E+00	1.00E+00	1.02E+00	5.33E+00	-4.94E-01
235	4.97E+01	6.59E+00	1.42E+00	4.48E+00	5.08E+01	7.12E-01	1.67E+00	1.20E+00	1.31E-01	9.10E-01	5.09E-01	3.16E+00	-3.45E-01
236	8.80E+01	3.22E+00	9.73E-01	4.65E+00	6.14E+01	1.88E+00	1.91E+00	8.36E-01	9.35E+00	9.39E-01	7.89E-01	3.58E+00	-1.15E-01
237	5.21E+01	4.15E+00	1.09E+00	6.38E-01	7.30E+00	1.93E+00	2.51E+00	1.07E+00	8.85E+00	1.05E+00	8.46E-01	2.91E+00	-3.18E-01
238	9.84E+01	6.84E+00	8.85E-01	4.94E+00	2.27E+01	6.47E-01	1.37E+00	6.07E-01	7.62E+00	1.05E+00	2.11E-01	2.78E+00	4.19E-01
239	5.71E+01	4.35E+00	1.31E+00	2.77E+00	9.50E+01	2.66E-01	3.29E+00	9.71E-01	7.01E+00	9.54E-01	9.18E-01	5.69E+00	-1.89E-01
240	2.33E+01	5.29E+00	1.02E+00	3.20E+00	2.95E+01	1.80E+00	2.96E+00	1.08E+00	2.64E+00	1.20E+00	1.66E+00	2.48E+00	-3.36E-01
241	9.97E+01	6.91E+00	9.15E-01	3.63E+00	3.48E+01	1.28E+00	1.56E+00	1.20E+00	8.89E+00	1.12E+00	1.56E+00	5.73E+00	-1.60E-01
242	5.13E+01	1.86E+00	9.28E-01	1.52E+00	1.24E+01	2.75E-01	2.96E+00	6.20E-01	1.01E+00	8.09E-01	1.39E+00	3.27E+00	-3.08E-01
243	6.55E+01	2.07E+00	9.19E-01	2.94E+00	8.84E+00	1.59E-01	1.07E+00	1.19E+00	6.31E+00	1.19E+00	2.23E-01	6.62E+00	-3.82E-01
244	2.07E+01	4.59E+00	1.29E+00	1.59E+00	1.38E+01	1.87E+00	1.23E+00	9.69E-01	6.10E-01	1.15E+00	1.09E+00	3.41E+00	-3.84E-01
245	5.61E+01	5.94E+00	1.08E+00	3.55E+00	5.04E+01	1.10E+00	9.60E-01	1.24E+00	2.87E+00	1.03E+00	6.71E-01	4.25E+00	-3.43E-01
246	4.82E+01	1.65E+00	9.27E-01	3.83E+00	2.20E+01	3.15E-01	2.41E-01	9.26E-01	7.88E+00	1.11E+00	1.17E+00	6.81E+00	-1.98E-01
247	7.00E+01	3.33E-01	1.09E+00	3.88E+00	9.22E+01	3.25E-02	7.04E-01	9.84E-01	8.35E+00	1.03E+00	4.10E-01	2.52E+00	-1.60E-01
248	1.29E+01	3.26E+00	8.75E-01	2.34E+00	3.05E+00	8.33E-01	3.28E+00	1.01E+00	6.37E+00	8.53E-01	5.44E-01	6.29E+00	-2.30E-01
249	7.70E+01	4.55E+00	1.11E+00	3.73E+00	8.39E+01	1.57E+00	2.21E+00	1.35E+00	2.76E+00	8.64E-01	5.11E-01	3.60E+00	-3.70E-01
250	4.22E+01	2.75E-01	1.18E+00	6.83E-01	7.96E+01	1.32E+00	3.31E+00	1.29E+00	6.07E+00	8.40E-01	6.21E-01	2.82E+00	-5.14E-01
251	1.44E+01	4.65E+00	1.46E+00	3.28E+00	9.15E+01	1.78E+00	1.42E+00	1.43E+00	6.46E+00	9.02E-01	3.94E-01	3.62E+00	-3.34E-01
252	6.74E+00	1.69E+00	1.46E+00	1.87E+00	2.84E+01	2.79E-01	3.33E+00	1.21E+00	1.68E+00	1.01E+00	1.29E+00	7.04E+00	-6.84E-01
253	1.79E+01	5.33E+00	1.33E+00	4.02E+00	8.39E+01	1.26E-01	5.36E-01	1.48E+00	7.01E+00	8.41E-01	1.07E+00	4.53E+00	-2.15E-01
254	9.89E+01	2.52E-01	1.19E+00	3.34E+00	2.81E+01	1.39E+00	3.97E-01	8.48E-01	9.18E+00	8.19E-01	1.14E+00	1.53E+00	-2.84E-01
255	1.78E+01	4.69E+00	1.44E+00	2.02E+00	1.74E+01	1.32E+00	9.80E-01	8.53E-01	4.01E+00	8.18E-01	3.69E-01	1.76E+00	-2.99E-01
256	9.77E+00	2.16E+00	9.72E-01	4.08E+00	3.97E+01	1.64E+00	1.36E+00	8.85E-01	8.44E+00	1.18E+00	1.91E-01	9.57E-01	-3.56E-01
257	3.20E+01	7.10E+00	1.03E+00	3.72E+00	3.39E+00	8.83E-01	3.16E+00	6.32E-01	7.33E+00	8.66E-01	1.56E+00	9.83E-01	3.32E-02
258	9.84E+01	2.46E+00	1.17E+00	4.22E+00	2.83E+01	1.07E+00	3.17E+00	1.42E+00	6.67E+00	9.69E-01	8.80E-01	6.23E+00	-2.84E-01
259	4.98E+01	4.73E+00	1.23E+00	1.63E+00	9.02E+01	6.90E-01	2.90E+00	1.38E+00	9.28E+00	8.32E-01	6.01E-01	3.84E+00	-4.31E-01
260	9.04E+01	5.80E+00	1.18E+00	3.05E+00	2.29E+01	2.00E+00	1.37E+00	1.27E+00	2.38E+00	1.05E+00	3.08E-01	9.88E-01	-2.36E-01
261	5.15E+01	2.64E+00	1.06E+00	2.32E+00	9.31E+01	5.70E-01	1.10E+00	1.44E+00	1.68E+00	9.53E-01	1.17E+00	1.56E+00	-2.17E-01
262	3.66E+01	3.86E+00	9.86E-01	3.58E+00	9.09E+01	2.08E-01	9.56E-01	1.31E+00	9.03E+00	1.12E+00	7.36E-01	1.01E+00	-2.21E-01
263	8.06E+01	5.69E+00	1.44E+00	6.63E-01	4.07E+01	2.10E-02	5.50E-01	1.42E+00	3.69E+00	1.00E+00	6.56E-01	2.20E+00	-2.00E-02
264	7.88E+01	4.72E+00	9.81E-01	4.76E+00	3.82E+00	1.80E+00	5.15E-01	9.04E-01	4.40E+00	9.57E-01	2.99E-01	2.56E+00	-2.69E-01
265	4.86E+01	2.73E+00	9.30E-01	2.25E+00	1.83E+01	1.08E+00	1.73E+00	1.49E+00	3.33E+00	9.70E-01	2.04E-01	5.41E+00	-4.14E-01
266	8.19E+01	2.05E+00	8.32E-01	4.04E+00	3.25E+01	1.92E+00	1.63E+00	5.95E-01	5.96E+00	1.16E+00	1.38E+00	3.20E+00	2.69E-01
267	3.76E+01	7.42E-01	9.01E-01	5.56E-01	4.06E+01	1.10E+00	2.29E+00	1.12E+00	1.41E+00	1.11E+00	5.65E-01	8.65E-01	-2.61E-01
268	9.33E+01	1.88E+00	1.22E+00	2.64E+00	3.99E+01	8.68E-01	6.65E-01	5.78E-01	8.03E+00	1.16E+00	2.92E-01	4.43E+00	6.63E-01
269	6.49E+01	5.91E+00	1.38E+00	3.09E+00	2.17E+01	1.67E+00	6.74E-01	1.09E+00	9.29E+00	9.25E-01	1.07E+00	2.50E+00	2.91E-02
270	8.59E+01	2.14E+00	1.47E+00	4.96E+00	5.78E+00	4.54E-01	3.46E-01	1.49E+00	4.79E+00	1.07E+00	8.65E-01	6.43E+00	-3.43E-01
271	1.07E+01	4.78E+00	1.47E+00	4.59E+00	5.76E+01	8.69E-02	1.69E+00	7.25E-01	8.58E+00	9.31E-01	1.37E+00	5.87E-01	3.02E-02
272	5.96E+01	1.98E+00	1.24E+00	8.14E-01	9.48E+01	1.72E-01	3.14E+00	5.55E-01	7.43E+00	1.16E+00	1.61E+00	2.36E+00	5.39E-02
273	9.26E+01	3.40E+00	1.19E+00	4.02E+00	7.96E+01	6.95E-01	2.85E+00	1.46E+00	3.49E+00	1.01E+00	2.36E-01	4.86E+00	-3.15E-01
274	7.92E+01	3.41E+00	1.39E+00	2.10E+00	8.47E+01	2.00E+00	3.25E+00	9.43E-01	2.75E+00	1.03E+00	9.36E-01	1.63E+00	-5.70E-01
275	6.89E+01	3.44E+00	1.01E+00	4.81E+00	6.34E+01	1.02E+00	1.48E+00	6.32E-01	1.72E+00	8.14E-01	7.41E-01	5.36E-01	-2.95E-01
276	6.63E+01	3.30E+00	1.01E+00	2.32E+00	3.48E+01	4.82E-01	2.40E+00	7.74E-01	7.05E+00	9.04E-01	2.52E-01	3.69E+00	-1.13E-01
277	6.01E+01	6.55E+00	1.13E+00	4.75E+00	4.34E+01	1.01E+00	2.01E+00	7.25E-01	9.72E+00	9.74E-01	1.04E+00	6.04E+00	1.91E-01
278	4.19E+01	6.65E+00	1.40E+00	1.05E+00	1.87E+01	1.82E+00	2.07E+00	1.29E+00	8.23E+00	8.30E-01	1.27E+00	1.91E+00	-5.05E-01
279	5.77E+01	2.45E+00	1.15E+00	2.97E+00	7.69E+01	1.38E-01	1.22E+00	7.02E-01	6.19E+00	1.05E+00	1.52E+00	5.58E+00	-4.75E-02
280	4.03E+01	5.88E+00	1.21E+00	3.35E+00	4.69E-01	1.54E+00	7.06E-01	9.24E-01	6.99E+00	8.25E-01	9.85E-01	6.51E+00	-8.87E-02
281	3.72E+01	1.88E+00	1.46E+00	1.85E+00	3.34E+01	4.77E-01	2.73E+00	6.53E-01	5.14E+00	1.13E+00	1.58E+00	6.15E+00	1.18E-01
282	9.98E+01	6.80E+00	8.96E-01	2.79E+00	7.75E+01	1.09E-01	1.14E+00	1.06E+00	4.79E+00	9.08E-01	1.58E+00	5.96E+00	-4.96E-01
283	8.38E+01	1.43E+00	1.28E+00	2.05E+00	3.89E+01	8.76E-02	2.23E+00	1.14E+00	7.02E+00	8.21E-01	7.22E-01	2.37E-01	-3.64E-01
284	6.45E+01	4.88E+00	1.13E+00	4.25E+00	8.43E+01	1.23E+00	1.85E+00	5.12E-01	4.21E+00	1.17E+00	8.14E-01	3.58E+00	5.31E-01
285	1.52E+01	5.31E+00	9.44E-01	4.86E+00	4.05E+01	1.11E-01	2.61E+00	7.53E-01	4.38E-01	8.18E-01	1.32E+00	5.30E+00	-2.81E-01
286	8.91E+01	3.58E+00	8.55E-01	2.72E+00	1.84E+01	9.61E-01	5.32E-01	1.33E+00	1.61E+00	1.04E+00	1.16E+00	7.33E+00	-4.52E-01
287	3.38E+01	4.01E-01	1.39E+00	2.17E+00	9.04E+00	1.22E+00	3.02E-01	1.48E+00	1.07E+00	8.53E-01	8.80E-01	2.12E+00	-3.06E-02
288	6.09E+01	4.57E+00	9.01E-01	3.92E+00	2.41E+01	1.55E+00	2.52E+00	9.62E-01	9.90E+00	1.10E+00	3.12E-01	1.01E+00	-2.93E-01
289	3.96E+01	2.24E+00	1.37E+00	2.72E+00	4.39E+01	5.76E-01	2.59E+00	5.48E-01	9.16E+00	1.16E+00	1.38E+00	1.20E+00	1.04E+00
290	6.62E+01	4.08E+00	1.24E+00	3.43E+00	3.27E+01	1.44E+00	2.61E+00	1.03E+00	9.30E+00	8.83E-01	1.52E+00	3.24E+00	-1.28E-01
